职位,公司,城市,工资,发布日期,经验要求,学历,职能类别,招聘人数
商铺管家（下沙金沙湖）,龙湖物业服务集团有限公司,杭州-江干区,4.5-6千/月,07-23,2年经验,大专,物业管理专员/助理;客诉;物业,招2人
产品经理,东莞市鸿兴食品有限公司,东莞-寮步镇,30-40万/年,07-23,3-4年经验,大专,产品经理/主管;产品/品牌经理;销售;产品;经理;市场;渠道;烘培;餐饮,招2人
注册专员,上海三创医疗器械有限公司,上海-浦东新区,6-8千/月,07-23,无工作经验,招1人,医疗器械注册;注册;ISO13485;医疗器械注册,07-23发布
医药行业研究员,上海正松投资管理有限公司,上海-浦东新区,1-3万/月,07-23,2年经验,本科,证券分析师;金融/经济研究员;基金;股票;分析师;医药;研究员;行业,招1人
人保车险续保专员+底薪3000+双休,合肥众联禾汽车科技服务有限公司,合肥-经开区,0.8-1万/月,07-23,无工作经验,中专,保险电销;客服专员/助理;双休;五险;客服;销售,招5人
面点师（包食宿）,上海市鑫未来餐饮管理服务有限公司,上海-闵行区,4.5-6千/月,07-23,5-7年经验,招1人,面点师,07-23发布
Ebay运营 底薪7K-10K起,深圳市锐途电子商务有限公司,深圳-宝安区,0.7-1万/月,07-23,无工作经验,招1人,贸易/外贸专员/助理;电子商务专员;Ebay运营;Ebay销售,07-23发布
活动策划经理,深圳市华宇讯科技有限公司,深圳,0.8-1万/月,07-23,3-4年经验,本科,活动策划,招1人
Director of Quality,以狮贸易（上海）有限公司,上海,,07-23,10年以上经验,大专,质量管理/验货员(QA/QC);质量管理/测试经理(QA/QC经理);Accessories;QA;QC;director;质量;品管;配饰;饰品;总监;质检,招若干人
PA总经理助理,IDP教育集团,上海-黄浦区,6-7千/月,07-23,无工作经验,本科,总裁助理/总经理助理,招1人
行政文员,广州八金商贸有限公司,广州-天河区,3.5-5千/月,07-23,无工作经验,中专,行政专员/助理;后勤;行政助理,招1人
人事行政主管,湖北黑石房地产营销策划有限公司,黄石,3-5千/月,07-23,1年经验,大专,人事主管,招1人
客服专员/电商客服/淘宝客服,广州华研文化传播有限公司,广州-天河区,4-7千/月,07-23,1年经验,中专,网络/在线客服;客服专员/助理;客服;淘宝;天猫;电商;专员;助理,招若干人
企业诚聘电话销售双休 社保,陕西联盛企业管理咨询有限公司,西安-碑林区,4-8千/月,07-23,无工作经验,招8人,销售代表;电话销售;电话销售;销售代表;销售助理;网络销售;销售主管,07-23发布
商务出差专员（无责底薪4500+差旅补贴）,武汉柏铭科技有限公司,武汉-武昌区,0.6-1.2万/月,07-23,无工作经验,大专,销售代表;销售主管;渠道销售;直销;电话销售;网络渠道;销售;销售经理;销售主管;市场营销;客户代表,招5人
产品开发专员（仓储高级）,福建纵腾网络有限公司,深圳,4.5-6千/月,07-23,无工作经验,招1人,产品/品牌专员;运营;产品运营;产品开发,07-23发布
房地产销售,青岛琦宁房地产经纪有限公司,青岛-市北区,0.6-1.5万/月,07-23,无工作经验,招6人,房地产中介/置业顾问;房地产销售;房地产经纪人;销售;电话销售;渠道销售,07-23发布
视频拍摄助理,南昌爱卡商贸有限公司,南昌,3-4.5千/月,07-23,无工作经验,本科,后期制作;学习能力强;爱好摄影,招1人
会计,东莞市家宝园林绿化有限公司,广东省,5.5-7千/月,07-23,2年经验,大专,会计;财务主管/总账主管;会计;财务,招若干人
课程顾问（急招）,索引留学,广州-天河区,1-2万/月,07-23,无工作经验,招2人,培训/课程顾问;专业顾问;英语课程销售,07-23发布
资深现场应用工程师,康希通信科技（上海）有限公司,上海-浦东新区,1-1.5万/月,07-23,3-4年经验,本科,硬件工程师,招若干人
驾驶员（浦江镇）,上海爱登堡电梯集团股份有限公司,上海,6-8千/月,07-23,2年经验,高中,其他,招1人
急聘成都销售代表,广州市泉兴贸易有限公司,成都-双流区,0.8-1万/月,07-23,3-4年经验,大专,销售代表;渠道/分销专员;销售代表;销售;业务;业务员,招1人
深圳商超业务代表,浙江蓝雪食品有限公司,深圳-福田区,6-8千/月,07-23,无工作经验,大专,销售代表,招10人
高薪诚聘营销设计师（配助理）,武汉吉方装饰设计工程有限公司,武汉-江夏区,1-1.5万/月,07-23,5-7年经验,大专,室内设计;展览/展示/店面设计;室内设计师;办公室办公;家装工装;展厅别墅设计,招2人
前端开发工程师,成都宜联科技有限责任公司,成都-武侯区,0.6-1万/月,07-23,1年经验,本科,Web前端开发;软件UI设计师/工程师;前端;h5,招1人
销售,青岛翰远国际物流有限公司,青岛,0.2-1万/月,07-23,1年经验,大专,销售代表;电话销售;直销销售,招5人
钢琴老师,上海邻里文化传播有限公司,上海-浦东新区,6-8千/月,07-23,无工作经验,招2人,音乐/美术教师;小学教师;钢琴老师;琴行;吉他;小提琴;声乐;尤克里里;奥尔夫;音乐启蒙,07-23发布
储备经理,重庆迦飞之光贸易有限公司,重庆-渝中区,1-1.2万/月,07-23,无工作经验,大专,储备干部;包住带薪培训,招3人
认证检测项目工程师,上海储融检测技术股份有限公司,上海-嘉定区,0.8-1.6万/月,07-23,2年经验,本科,项目管理;项目工程师;项目;电池,招1人
检测中心业务员,鸿达兴业股份有限公司,广州-荔湾区,3.8-6.5千/月,07-23,1年经验,大专,环保检测;土壤学;检测;第三方检测,招1人
天猫延保推广/销售助理+5千246,成都智码易通科技有限公司,成都,4.5-6千/月,07-23,无工作经验,招若干人,客服专员/助理;销售助理;电商;售后;延保;销售代表;内勤;客服;回访;朝九晚六,07-23发布
服务工程师,美亚电子科技有限公司,深圳-南山区,1-1.5万/月,07-23,3-4年经验,大专,售前/售后技术支持工程师;SMT;服务工程师,招1人
成都丨高薪贷款销售精英,四川汇融金服高新分公司,成都-高新区,6-8千/月,07-23,无工作经验,高中,大客户销售;电话销售;贷款;电话销售;高薪;周末双休,招若干人
仓库管理员,富士北亚融资租赁（深圳）有限公司,深圳-南山区,6-9千/月,07-23,3-4年经验,大专,仓库管理员;仓库经理/主管;仓库,招1人
电商仓管/仓管员/仓库管理,均统（上海）电子商务有限公司,上海-松江区,4-6千/月,07-23,1年经验,高中,仓库管理员;订单处理员;仓管;打单;发货;仓库,招1人
商务总监,广西昀泽集团有限公司,南宁,1.5-2万/月,07-23,5-7年经验,招1人,销售总监,07-23发布
Web前端工程师 高级,重庆迅游科技有限公司上海分公司,上海-闵行区,2-3万/月,07-23,5-7年经验,大专,Web前端开发;web;HTML;CSS;Javascript,招若干人
光学工程师可培养,上海讯稷光电科技有限公司,上海-普陀区,0.6-1万/月,07-23,1年经验,招2人,软件工程师;高级软件工程师,07-23发布
活动策划主管（商业广场）,广州曜一城投资有限公司,广州-天河区,5-6.8千/月,07-23,3-4年经验,大专,活动策划;策划;文案;商场;物业;推广,招1人
新媒体运营专员,昆山易业信息科技有限公司,昆山,10-20万/年,07-23,2年经验,大专,新媒体运营;网络推广专员,招1人
英文数据处理实习生,苏州声通信息科技有限公司,苏州-工业园区,3-4.5千/月,07-23,无工作经验,大专,实习生;实习生;英语;数据标注;文本处理,招若干人
销售代表,万合体育,南京-玄武区,0.8-1.2万/月,07-23,无工作经验,招50人,销售代表;客户代表,07-23发布
前端工程师,广州市欢雀科技有限公司,广州-天河区,1-1.5万/月,07-23,2年经验,大专,Web前端开发;web前端,招1人
高薪店长（提供住宿）,上海畹町时尚生活用品有限公司,北京-丰台区,6-8千/月,07-23,1年经验,招1人,卖场经理/店长,07-23发布
CNC调机,苏州海可杰精密机械有限公司,苏州-高新区,6-8千/月,07-23,3-4年经验,招4人,普工/操作工;数控操机,07-23发布
精英销售代表+包吃住+高提成,武汉众勤源环保科技有限公司,武汉-武昌区,0.4-1.1万/月,07-23,无工作经验,招4人,销售代表;直销销售,07-23发布
土建造价员,武汉亿泽工程咨询有限公司,武汉-武昌区,0.6-1万/月,07-23,3-4年经验,大专,预结算员;土建预算员,招若干人
DQA Technician 质量验证技术员,光悦科技（深圳）有限公司,深圳,4.5-6千/月,07-23,无工作经验,本科,故障分析工程师;DQA;测试,招1人
出纳,上海安徒生童话乐园（集团）有限公司,上海-杨浦区,4-6千/月,07-23,2年经验,大专,出纳员,招1人
五险丨呼入丨客服,江西丰汇达供应链管理有限公司,南昌-西湖区,3-5千/月,07-23,无工作经验,高中,咨询热线/呼叫中心服务人员;客服专员/助理;五险一金;国企;白班;客服;电信;呼叫,招15人
无责底薪3000 I大客户渠道销售08（包住、汉街非金融,上海以尹建筑装饰工程有限公司武汉分公司,武汉-武昌区,0.8-1.2万/月,07-23,无工作经验,招3人,销售代表;大客户销售;大客户销售;销售;渠道销售;渠道开发;销售经理;工装;销售主管;销售顾问;业务员;KA,07-23发布
销售代表/业务员（高提成）,青岛虎桥国际贸易有限公司,青岛-市北区,0.6-1.2万/月,07-23,无工作经验,大专,销售代表;客户代表;电话销售;网络销售;客户开发;货代销售;销售;市场;商务;客户代表,招3人
销售代表_超高提成,苏州汇宇智行广告有限公司,苏州-工业园区,0.5-1.2万/月,07-23,1年经验,中专,销售代表;销售;网络销售;销售代表;销售专员,招5人
中信银行分期客服（圆梦金）薪8千,拓畅,深圳-福田区,0.5-1万/月,07-23,无工作经验,高中,客服专员/助理;电话销售;电话客服;银行客服;催收;电话销售;渠道销售;话务员;接听客服;10086,招50人
03004-3PL资源采购方向,顺丰速运有限公司,,1.3-2.5万/月,07-23,,,,
培训经理,佳都新太科技股份有限公司,广州-天河区,1.5-3万/月,07-23,无工作经验,本科,培训经理/主管;企业文化/员工关系/工会管理,招若干人
电话坐席专员7000 旅游+双休,某知名外资企业,重庆-江北区,4.5-9千/月,07-23,1年经验,大专,咨询热线/呼叫中心服务人员;销售代表;销售代表;客服;双休;五险一金;稳健发展;呼叫中心,招6人
校企对接经理/人力资源行业业务经理,伯乐遇马天使投资有限公司,宁波,0.8-1.2万/月,07-23,3-4年经验,大专,商务经理;销售经理;校企对接;政府关系,招1人
PE-产品工程师,环维电子（上海）有限公司,上海,0.8-1万/月,07-23,2年经验,本科,产品规划工程师;项目管理,招若干人
风控经理(J10338),普洛斯融资租赁（上海）有限公司,上海,2.5-3万/月,07-23,无工作经验,招1人,风险管理/控制;风险控制,07-23发布
销售代表（周末双休）,广州富盈石油化工有限公司,广州-黄埔区,0.4-1.5万/月,07-23,3-4年经验,大专,销售代表;大客户销售;销售代表;销售业务;业务员;销售;网络营销;平台营销;电子商务;服务销售,招3人
招生顾问,九州之星文化传播发展（深圳）有限公司,深圳-龙华新区,6-8千/月,07-23,无工作经验,中专,培训/课程顾问;专业顾问;招生顾问,招20人
品控经理,重庆啄木鸟网络科技有限公司,重庆-渝北区,6-8千/月,07-23,3-4年经验,大专,客户关系经理/主管;售后;投诉;质检;绩效;培训,招1人
智能产品测试工程师5K,深圳市赚钱电子商务科技有限公司,深圳-宝安区,4.5-6千/月,07-23,无工作经验,大专,测试工程师;质量管理/测试工程师(QA/QC工程师);电子工程;质量安全;人工智能;产品;装配;工艺;工程助理,招3人
ARM单片机销售经理,广州先越宝仑电子科技有限公司,广州-番禺区,0.8-1.5万/月,07-23,3-4年经验,大专,销售经理;销售工程师;市场营销;销售管理;客户资源;渠道销售,招5人
产品需求专员,鸿亿信息科技股份有限公司,广州-越秀区,0.8-1万/月,07-23,1年经验,本科,产品经理/主管;产品专员;产品需求;产品;需求分析,招2人
市场销售经理,新华人寿保险股份有限公司西安市雁塔支公司,西安-雁塔区,0.8-1万/月,07-23,3-4年经验,大专,其他;保险业务经理/主管;市场营销经理;销售经理;销售主管;市场区域经理;客户经理;销售经理;销售、市场,招2人
湖北省区经理/渠道经理,杭州护童科技有限公司,武汉-武昌区,0.8-1万/月,07-23,2年经验,本科,渠道/分销专员;渠道销售;业务;省区经理,招1人
销售代表（客服式销售）,深圳雷霆思创科技有限公司,深圳-南山区,1-1.5万/月,07-23,2年经验,大专,电话销售;售前/售后技术支持经理;电话销售,招1人
模切师傅,苏州市腾鑫精密胶粘制品有限公司,苏州-高新区,3-4.5千/月,07-23,无工作经验,高中,技工;模具工;模切师傅技工,招3人
VMware工程师,四川联坤信息工程有限公司,成都,12-20万/年,07-23,2年经验,大专,技术支持/维护经理;技术支持/维护工程师;VMware;工程师,招若干人
平面设计实习生,宁波市镇海区招宝山匠心墙绘雕塑工作室,宁波-鄞州区,4.5-6千/月,07-23,无工作经验,中专,大学/大专应届毕业生;行政专员/助理;淘宝美工;行政专员;人事专员;大学应届生;平面设计助理;影视后期;前端;质量检测;仓管员;前台,招4人
销售代表（近地铁 高提成）,广州潮盟网络科技有限公司,广州-天河区,0.6-1万/月,07-23,1年经验,大专,销售代表;销售代表,招5人
渠道销售/销售代表（实习岗）,广州讯中信息科技有限公司,广州-天河区,3-8千/月,07-23,无工作经验,大专,渠道/分销专员;销售代表;渠道销售;客户经理,招若干人
